ROME;Intitule_ROME;Qualif;FAP341;Intitule_FAP341
B1201;Réalisation d'objets décoratifs et utilitaires en céramique et matériaux de synthèse;3;E1X30b;Ouvriers qualifiés de l'industrie verrière, céramique et matériaux de construction
B1201;Réalisation d'objets décoratifs et utilitaires en céramique et matériaux de synthèse;4;E1X30b;Ouvriers qualifiés de l'industrie verrière, céramique et matériaux de construction
B1201;Réalisation d'objets décoratifs et utilitaires en céramique et matériaux de synthèse;5;E1X30a;Ouvriers peu qualifiés de l'industrie verrière, céramique et matériaux de construction
B1201;Réalisation d'objets décoratifs et utilitaires en céramique et matériaux de synthèse;6;E1X30b;Ouvriers qualifiés de l'industrie verrière, céramique et matériaux de construction
B1201;Réalisation d'objets décoratifs et utilitaires en céramique et matériaux de synthèse;7;E1X30b;Ouvriers qualifiés de l'industrie verrière, céramique et matériaux de construction
B1201;Réalisation d'objets décoratifs et utilitaires en céramique et matériaux de synthèse;8;E1X30b;Ouvriers qualifiés de l'industrie verrière, céramique et matériaux de construction
B1201;Réalisation d'objets décoratifs et utilitaires en céramique et matériaux de synthèse;9;E1X30b;Ouvriers qualifiés de l'industrie verrière, céramique et matériaux de construction
B1301;Décoration d'espaces de vente et d'exposition;0;U1X82a;Concepteur-décorateur d’espaces
B1301;Décoration d'espaces de vente et d'exposition;1;U1X82a;Concepteur-décorateur d’espaces
B1301;Décoration d'espaces de vente et d'exposition;2;U1X82a;Concepteur-décorateur d’espaces
B1301;Décoration d'espaces de vente et d'exposition;3;U1X82a;Concepteur-décorateur d’espaces
B1301;Décoration d'espaces de vente et d'exposition;4;U1X82a;Concepteur-décorateur d’espaces
B1301;Décoration d'espaces de vente et d'exposition;5;U1X82a;Concepteur-décorateur d’espaces
B1301;Décoration d'espaces de vente et d'exposition;6;U1X82a;Concepteur-décorateur d’espaces
B1301;Décoration d'espaces de vente et d'exposition;7;U1X82a;Concepteur-décorateur d’espaces
B1301;Décoration d'espaces de vente et d'exposition;8;U1X82a;Concepteur-décorateur d’espaces
B1301;Décoration d'espaces de vente et d'exposition;9;U1X82a;Concepteur-décorateur d’espaces
B1302;Décoration d'objets d'art et artisanaux;1;K0X30;Artisans et ouvriers artisanaux
B1302;Décoration d'objets d'art et artisanaux;2;K0X30;Artisans et ouvriers artisanaux
B1302;Décoration d'objets d'art et artisanaux;5;K0X30;Artisans et ouvriers artisanaux
B1302;Décoration d'objets d'art et artisanaux;0;K0X30;Artisans et ouvriers artisanaux
B1302;Décoration d'objets d'art et artisanaux;3;K0X30;Artisans et ouvriers artisanaux
B1302;Décoration d'objets d'art et artisanaux;4;K0X30;Artisans et ouvriers artisanaux
B1302;Décoration d'objets d'art et artisanaux;6;K0X30;Artisans et ouvriers artisanaux
B1302;Décoration d'objets d'art et artisanaux;7;K0X30;Artisans et ouvriers artisanaux
B1302;Décoration d'objets d'art et artisanaux;8;K0X30;Artisans et ouvriers artisanaux
B1302;Décoration d'objets d'art et artisanaux;9;K0X30;Artisans et ouvriers artisanaux
B1303;Gravure - ciselure;1;K0X30;Artisans et ouvriers artisanaux
B1303;Gravure - ciselure;2;K0X30;Artisans et ouvriers artisanaux
B1303;Gravure - ciselure;5;K0X30;Artisans et ouvriers artisanaux
B1303;Gravure - ciselure;0;K0X30;Artisans et ouvriers artisanaux
B1303;Gravure - ciselure;3;K0X30;Artisans et ouvriers artisanaux
B1303;Gravure - ciselure;4;K0X30;Artisans et ouvriers artisanaux
B1303;Gravure - ciselure;6;K0X30;Artisans et ouvriers artisanaux
B1303;Gravure - ciselure;7;K0X30;Artisans et ouvriers artisanaux
B1303;Gravure - ciselure;8;K0X30;Artisans et ouvriers artisanaux
B1303;Gravure - ciselure;9;K0X30;Artisans et ouvriers artisanaux
B1401;Réalisation d'objets en lianes, fibres et brins végétaux;1;K0X30;Artisans et ouvriers artisanaux
B1401;Réalisation d'objets en lianes, fibres et brins végétaux;2;K0X30;Artisans et ouvriers artisanaux
B1401;Réalisation d'objets en lianes, fibres et brins végétaux;5;K0X30;Artisans et ouvriers artisanaux
B1401;Réalisation d'objets en lianes, fibres et brins végétaux;0;K0X30;Artisans et ouvriers artisanaux
B1401;Réalisation d'objets en lianes, fibres et brins végétaux;3;K0X30;Artisans et ouvriers artisanaux
B1401;Réalisation d'objets en lianes, fibres et brins végétaux;4;K0X30;Artisans et ouvriers artisanaux
B1401;Réalisation d'objets en lianes, fibres et brins végétaux;6;K0X30;Artisans et ouvriers artisanaux
B1401;Réalisation d'objets en lianes, fibres et brins végétaux;7;K0X30;Artisans et ouvriers artisanaux
B1401;Réalisation d'objets en lianes, fibres et brins végétaux;8;K0X30;Artisans et ouvriers artisanaux
B1401;Réalisation d'objets en lianes, fibres et brins végétaux;9;K0X30;Artisans et ouvriers artisanaux
B1402;Reliure et restauration de livres et archives;1;K0X30;Artisans et ouvriers artisanaux
B1402;Reliure et restauration de livres et archives;2;K0X30;Artisans et ouvriers artisanaux
B1402;Reliure et restauration de livres et archives;5;K0X30;Artisans et ouvriers artisanaux
B1402;Reliure et restauration de livres et archives;0;K0X30;Artisans et ouvriers artisanaux
B1402;Reliure et restauration de livres et archives;3;K0X30;Artisans et ouvriers artisanaux
B1402;Reliure et restauration de livres et archives;4;K0X30;Artisans et ouvriers artisanaux
B1402;Reliure et restauration de livres et archives;6;K0X30;Artisans et ouvriers artisanaux
B1402;Reliure et restauration de livres et archives;7;K0X30;Artisans et ouvriers artisanaux
B1402;Reliure et restauration de livres et archives;8;K0X30;Artisans et ouvriers artisanaux
B1402;Reliure et restauration de livres et archives;9;K0X30;Artisans et ouvriers artisanaux
B1501;Fabrication et réparation d'instruments de musique;1;K0X30;Artisans et ouvriers artisanaux
B1501;Fabrication et réparation d'instruments de musique;2;K0X30;Artisans et ouvriers artisanaux
B1501;Fabrication et réparation d'instruments de musique;5;K0X30;Artisans et ouvriers artisanaux
B1501;Fabrication et réparation d'instruments de musique;0;K0X30;Artisans et ouvriers artisanaux
B1501;Fabrication et réparation d'instruments de musique;3;K0X30;Artisans et ouvriers artisanaux
B1501;Fabrication et réparation d'instruments de musique;4;K0X30;Artisans et ouvriers artisanaux
B1501;Fabrication et réparation d'instruments de musique;6;K0X30;Artisans et ouvriers artisanaux
B1501;Fabrication et réparation d'instruments de musique;7;K0X30;Artisans et ouvriers artisanaux
B1501;Fabrication et réparation d'instruments de musique;8;K0X30;Artisans et ouvriers artisanaux
B1501;Fabrication et réparation d'instruments de musique;9;K0X30;Artisans et ouvriers artisanaux
B1601;Métallerie d'art;1;K0X30;Artisans et ouvriers artisanaux
B1601;Métallerie d'art;2;K0X30;Artisans et ouvriers artisanaux
B1601;Métallerie d'art;5;K0X30;Artisans et ouvriers artisanaux
B1601;Métallerie d'art;0;K0X30;Artisans et ouvriers artisanaux
B1601;Métallerie d'art;3;K0X30;Artisans et ouvriers artisanaux
B1601;Métallerie d'art;4;K0X30;Artisans et ouvriers artisanaux
B1601;Métallerie d'art;6;K0X30;Artisans et ouvriers artisanaux
B1601;Métallerie d'art;7;K0X30;Artisans et ouvriers artisanaux
B1601;Métallerie d'art;8;K0X30;Artisans et ouvriers artisanaux
B1601;Métallerie d'art;9;K0X30;Artisans et ouvriers artisanaux
B1602;Réalisation d'objets artistiques et fonctionnels en verre;0;E1X30b;Ouvriers qualifiés de l'industrie verrière, céramique et matériaux de construction
B1602;Réalisation d'objets artistiques et fonctionnels en verre;1;E1X30a;Ouvriers peu qualifiés de l'industrie verrière, céramique et matériaux de construction
B1602;Réalisation d'objets artistiques et fonctionnels en verre;2;E1X30a;Ouvriers peu qualifiés de l'industrie verrière, céramique et matériaux de construction
B1602;Réalisation d'objets artistiques et fonctionnels en verre;3;E1X30b;Ouvriers qualifiés de l'industrie verrière, céramique et matériaux de construction
B1602;Réalisation d'objets artistiques et fonctionnels en verre;4;E1X30b;Ouvriers qualifiés de l'industrie verrière, céramique et matériaux de construction
B1602;Réalisation d'objets artistiques et fonctionnels en verre;5;E1X30a;Ouvriers peu qualifiés de l'industrie verrière, céramique et matériaux de construction
B1602;Réalisation d'objets artistiques et fonctionnels en verre;6;E1X30b;Ouvriers qualifiés de l'industrie verrière, céramique et matériaux de construction
B1602;Réalisation d'objets artistiques et fonctionnels en verre;7;E1X30b;Ouvriers qualifiés de l'industrie verrière, céramique et matériaux de construction
B1602;Réalisation d'objets artistiques et fonctionnels en verre;8;E1X30b;Ouvriers qualifiés de l'industrie verrière, céramique et matériaux de construction
B1602;Réalisation d'objets artistiques et fonctionnels en verre;9;E1X30b;Ouvriers qualifiés de l'industrie verrière, céramique et matériaux de construction
B1603;Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie;1;K0X30;Artisans et ouvriers artisanaux
B1603;Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie;2;K0X30;Artisans et ouvriers artisanaux
B1603;Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie;5;K0X30;Artisans et ouvriers artisanaux
B1603;Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie;0;K0X30;Artisans et ouvriers artisanaux
B1603;Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie;3;K0X30;Artisans et ouvriers artisanaux
B1603;Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie;4;K0X30;Artisans et ouvriers artisanaux
B1603;Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie;6;K0X30;Artisans et ouvriers artisanaux
B1603;Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie;7;K0X30;Artisans et ouvriers artisanaux
B1603;Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie;8;K0X30;Artisans et ouvriers artisanaux
B1603;Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie;9;K0X30;Artisans et ouvriers artisanaux
B1604;Réparation - montage en systèmes horlogers;0;G0A40a;Ouvriers en réparation - montage en systèmes horlogers
B1604;Réparation - montage en systèmes horlogers;1;G0A40a;Ouvriers en réparation - montage en systèmes horlogers
B1604;Réparation - montage en systèmes horlogers;2;G0A40a;Ouvriers en réparation - montage en systèmes horlogers
B1604;Réparation - montage en systèmes horlogers;3;G0A40a;Ouvriers en réparation - montage en systèmes horlogers
B1604;Réparation - montage en systèmes horlogers;4;G0A40a;Ouvriers en réparation - montage en systèmes horlogers
B1604;Réparation - montage en systèmes horlogers;5;G0A40a;Ouvriers en réparation - montage en systèmes horlogers
B1604;Réparation - montage en systèmes horlogers;6;G0A40a;Ouvriers en réparation - montage en systèmes horlogers
B1604;Réparation - montage en systèmes horlogers;7;G1X72a;Techniciens et agents de maîtrise en maintenance mécanique et entretien d'équipements industriels
B1604;Réparation - montage en systèmes horlogers;8;G1X72a;Techniciens et agents de maîtrise en maintenance mécanique et entretien d'équipements industriels
B1604;Réparation - montage en systèmes horlogers;9;G1X72a;Techniciens et agents de maîtrise en maintenance mécanique et entretien d'équipements industriels
B1701;Conservation et reconstitution d'espèces animales;1;T6X61d;Artisans et ouvriers animaliers (toiletteurs, maréchaux-ferrants et taxidermistes)
B1701;Conservation et reconstitution d'espèces animales;2;T6X61d;Artisans et ouvriers animaliers (toiletteurs, maréchaux-ferrants et taxidermistes)
B1701;Conservation et reconstitution d'espèces animales;5;T6X61d;Artisans et ouvriers animaliers (toiletteurs, maréchaux-ferrants et taxidermistes)
B1701;Conservation et reconstitution d'espèces animales;0;T6X61d;Artisans et ouvriers animaliers (toiletteurs, maréchaux-ferrants et taxidermistes)
B1701;Conservation et reconstitution d'espèces animales;3;T6X61d;Artisans et ouvriers animaliers (toiletteurs, maréchaux-ferrants et taxidermistes)
B1701;Conservation et reconstitution d'espèces animales;4;T6X61d;Artisans et ouvriers animaliers (toiletteurs, maréchaux-ferrants et taxidermistes)
B1701;Conservation et reconstitution d'espèces animales;6;T6X61d;Artisans et ouvriers animaliers (toiletteurs, maréchaux-ferrants et taxidermistes)
B1701;Conservation et reconstitution d'espèces animales;7;T6X61d;Artisans et ouvriers animaliers (toiletteurs, maréchaux-ferrants et taxidermistes)
B1701;Conservation et reconstitution d'espèces animales;8;T6X61d;Artisans et ouvriers animaliers (toiletteurs, maréchaux-ferrants et taxidermistes)
B1701;Conservation et reconstitution d'espèces animales;9;T6X61d;Artisans et ouvriers animaliers (toiletteurs, maréchaux-ferrants et taxidermistes)
B1801;Réalisation d'articles de chapellerie;1;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
B1801;Réalisation d'articles de chapellerie;2;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
B1801;Réalisation d'articles de chapellerie;5;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
B1801;Réalisation d'articles de chapellerie;0;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
B1801;Réalisation d'articles de chapellerie;3;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
B1801;Réalisation d'articles de chapellerie;4;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
B1801;Réalisation d'articles de chapellerie;6;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
B1801;Réalisation d'articles de chapellerie;7;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
B1801;Réalisation d'articles de chapellerie;8;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
B1801;Réalisation d'articles de chapellerie;9;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
B1802;Réalisation d'articles en cuir et matériaux souples (hors vêtement);1;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
B1802;Réalisation d'articles en cuir et matériaux souples (hors vêtement);2;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
B1802;Réalisation d'articles en cuir et matériaux souples (hors vêtement);5;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
B1802;Réalisation d'articles en cuir et matériaux souples (hors vêtement);0;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
B1802;Réalisation d'articles en cuir et matériaux souples (hors vêtement);3;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
B1802;Réalisation d'articles en cuir et matériaux souples (hors vêtement);4;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
B1802;Réalisation d'articles en cuir et matériaux souples (hors vêtement);6;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
B1802;Réalisation d'articles en cuir et matériaux souples (hors vêtement);7;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
B1802;Réalisation d'articles en cuir et matériaux souples (hors vêtement);8;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
B1802;Réalisation d'articles en cuir et matériaux souples (hors vêtement);9;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
B1803;Réalisation de vêtements sur mesure ou en petite série;1;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
B1803;Réalisation de vêtements sur mesure ou en petite série;2;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
B1803;Réalisation de vêtements sur mesure ou en petite série;5;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
